municipality,state,Country,admin_scale,lat,lng,passed,policy_summary,range,policy_type,link,resource,state_level_legal_status,state_level_legal_summary,point_total,pts_eviction_initiation_tot_10,pts_eviction_protect_tot_04,pts_eviction_pending_tot_03,pts_tenant_action_tot_00,pts_partial_rent_tot_01,pts_repayment_period_tot_05,pts_latefees_tot_03,pts_repayment_plan_tot_00,pts_courts_tot_15,pts_renter_protection_tot_06,ISO
Simi Valley,California,United States,City,34.2694474,-118.781482,TRUE,"The city has placed a moratorium on evictions for non-payment of rent for tenants who can't afford to pay because of the pandemicâ€”for example, because their hours were cut, their business closed, they were laid off, or they have extreme medical costs related to COVID-19. To be protected, tenants have 30 days after rent is due to provide written notice to the landlord (including emails of texts) that they cannot pay rent, and must provide documentation to support their claim (such as pay stubs, time cards, proof of medical care or quarantine, or notices from employers or schools). Tenants are still required to pay rent.",2,Eviction Protection,https://www.simivalley.org/home/showdocument?id=22063,,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",0,0,0,0,0,0,0,2,0,-2,0,USA
Minnesota,Minnesota,United States,State,45.9896587,-94.6113288,TRUE,,2,Eviction Protection,https://mn.gov/governor/assets/EO%2020-14%20Filed_tcm1055-424508.pdf,,Eviction Cases & Enforcement Suspended,"On March 23, Governor Walz issued Emergency Executive Order 20-14 suspending evictions starting March 24 at 5:00 p.m., except for emergency cases. On March 24, the Chief Justice amended the March 20 order to conform to the executive order. The Chief Justice had initially suspended all non-high priority district court proceedings through 3/30, before issuing a more comprehensive case management plan that allowed non-emergency eviction cases to proceed remotely.",-1.5,0,0,0,0,0,0,2,0,-3.5,0,USA
Goleta,California,United States,City,34.4358295,-119.8276389,TRUE,"Notwithstanding anything to the contrary in the Goleta Municipal Code and uncodified regulations, during the period of local emergency declared in response to COVID-19, no landlord shall endeavor to evict a residential or commercial tenant for nonpayment
of rent if the tenant demonstrates that the tenant is unable to pay rent due to financial impacts related to COVID-19. A landlord who knows that a tenant cannot pay some or all of the rent temporarily for the reasons set forth above shall not serve a notice pursuant to CCP 1161(2), file or prosecute an unlawful detainer action based on a 3-day pay or quit notice, or otherwise seek to evict for nonpayment of rent. A landlord knows of a tenantâ€™s inability to pay rent within the meaning of this order if the tenant, within 30 days after the date that rent is due, notifies the landlord in writing of lost income and inability to pay full rent due to financial impacts related to COVID19, and provides documentation to support the claim. For purposes of this ordinance, â€œin writingâ€ includes email or text communications to a landlord or the landlordâ€™s representative with whom the tenant has previously corresponded by email or text. Any medical or financial information provided to the landlord shall be held in confidence, and only used for evaluating the tenantâ€™s claim.",2,Eviction Protection,https://www.cityofgoleta.org/home/showdocument?id=23213,,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",2,0,0,0,0,-1,0,4,0,-2,1,USA
New Mexico,New Mexico,United States,State,34.5708167,-105.993007,TRUE,,2,,https://www.newmexico.gov/2020/03/27/eviction-orders-temporarily-stayed-for-new-mexicans-who-prove-they-are-unable-to-pay-rent-on-a-mobile-home-lot/,,Eviction Enforcement Suspended,"The New Mexico Supreme Court has stayed the execution of writs of restitution for nonpayment of rent under NMSA 1978, Section 47-8-46 (A) if the resident has demonstrated by a preponderance of the evidence a current inability to pay rent. The New Mexico Supreme Court has also stayed the execution of writs of restitution for mobile homes. Two major cities in New Mexico have taken action: (1) Santa Fe: The mayor has placed a moratorium on evictions for non-payment of rent for tenants who can't afford to pay because of the pandemic. Water shut-offs are also banned. Collection of lodger’s taxes has been delayed, and all public buses are free; (2) Albuquerque: All evictions from city-owned properties are suspended.",-2,0,0,0,0,0,0,2,0,-4,0,USA
Baldwin Park,California,United States,City,34.0854739,-117.9611761,TRUE,,2,Eviction Protection,https://www.baldwinpark.com/public-notices/ordinances/2111-eviction-moratorium-3-16-20/file,,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",0,0,0,0,0,-1,0,4,0,-2,-1,USA
Nebraska,Nebraska,United States,State,41.7370229,-99.5873816,TRUE,,2,Eviction Protection,https://govdocs.nebraska.gov/docs/pilot/pubs/eofiles/20-07.pdf,,COVID-19 Related Eviction Cases Suspended,"Governor Pete Ricketts has signed Executive Order 20-07, which defers a landlord's ability to proceed to trial in an eviction action if tenant can prove that unpaid rent is related to COVID-19 loss of income or missed work due to school closures. Beyond this narrow deferral of evictions, courts at the District and County levels determine whether to proceed with civil proceedings, including eviction proceedings.",2,0,0,0,0,0,0,2,0,0,0,USA
Los Angeles (City),California,United States,City,34.0536909,-118.2427666,TRUE,,2,Eviction Protection,,,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",0,0,0,0,0,0,0,4,-1,-2,-1,USA
Florida,Florida,United States,State,27.7567667,-81.4639835,TRUE,,2,Eviction Protection,https://www.flgov.com/wp-content/uploads/orders/2020/EO_20-94.pdf,,COVID-19 Related Eviction Cases Suspended,"On April 2, Governor DeSantis suspended statutes giving a cause of action for eviction related to COVID19 and foreclosure for 45 days. The Florida Supreme Court suspended the requirement for the clerk to issue writs of possession ""forthwith"" until May 29th.",-1.5,0,0,0,0,0,0,2,0,-3.5,0,USA
Santa Clara,California,United States,County,37.2333253,-121.6846349,TRUE,"The City of Santa Clara recently adopted an ordinance that prevents residential tenants, who have experienced a loss of income due to COVID-19 related impacts, from being evicted in Santa Clara. The ordinance went into effect on March 24, 2020.",2,Eviction Protection,https://www.santaclaraca.gov/our-city/departments-a-f/community-development/housing-community-services-division/eviction-moratorium,,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",2,0,0,0,0,-1,0,4,0,-2,1,USA
Delano,California,United States,City,35.7688425,-119.2470536,TRUE,A city ordinance that calls for a moratorium on residential evictions for tenants experiencing income loss or substantial medical expenses related to the COVID-19 pandemic.,2,Eviction Protection,https://www.cityofdelano.org/ArchiveCenter/ViewFile/Item/2465,,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",-1,0,0,0,0,-1,0,2,0,-2,0,USA
Oakland,California,United States,City,37.8044557,-122.2713563,TRUE,"60-day moratorium on residential and commercial evictions related to COVID19. Tenants who are unable to pay due to loss of income, as well as some local businesses, are protected. Additionally, landlords are not allowed to raise rent by more than 3.5%, and cannot charge late fees if a tenant is too sick to pay rent, or has lost income due to the pandemic.",1,Eviction Protection,https://www.oaklandca.gov/resources/oaklands-moratorium-on-residential-and-commercial-evictions,,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",5.5,0,0,0,0,0,0,4,-0.5,-2,4,USA
Somerville,Massachusetts,United States,City,42.3875968,-71.0994968,TRUE,"Emergency Order Establishing a Moratorium on Eviction Enforcement in the City of Somerville for the duration of the COVID-19 emergency. The order, which applies to both residential and commercial evictions and goes into effect immediately, prohibits the physical act of eviction within the city limits so as to provide for the health, safety, and stability of those who live in and serve our community. The Eviction Moratorium does not prevent owners from filing eviction cases or getting what is known as â€œexecutions for possessionâ€ from the courts. It prohibits â€œlevying,â€ which is the physical removal of persons and belongings. No landlord and/or owner shall access or seek to access a tenantâ€™s dwelling space for purposes such as general inspections, displaying units to potential future tenants and other non-critical activities. A landlord may only access a tenantâ€™s dwelling space to make repairs requested by the tenant, repairs required as a matter of law, or to respond to a life threatening emergency. A tenant may refuse access or entry for non-critical purposes or when adequate social distancing arrangements (at a minimum of six feet) have not been made. The order does not protect tenants from eviction once the Board of Health determines that the public health emergency no longer exists.",2,Eviction Protection,https://www.somervillema.gov/evictionmoratorium,,Eviction Cases & Enforcement Suspended,"The Massachusetts legislature passed, and the governor signed, a model COVID-19 eviction moratorium on April 17, 2020. The emergency legislation will be in effect until 45 days after the governor's emergency declaration ends, or for 120 days, whichever is sooner. It freezes all five stages of evictions, applies to commercial, residential real estate and foreclosure. Landlords would be prohibited from terminanting a tenancy and giving tenants a notice to quit. In addition, landlords and mortgagors are prohibited from issuing late fees and reporting to credit agencies where a nonpayment is due to COVID-19 financial hardship. Currently, the State-Level housing court order suspends eviction and/or foreclosure cases and prevents new judgments from being issued until May 4. Deadlines are also tolled until that date.",-0.5,0,0,0,0,0,0,2,0,-3.5,1,USA
Connecticut,Connecticut,United States,State,41.6500201,-72.7342163,TRUE,,1,,https://jud.ct.gov/HomePDFs/execution_61.pdf,,Eviction Cases & Enforcement Suspended,"Per the Governor's order, eviction notices may not be issued to any tenant until July 1. Tenants have a 60-day grace period to pay April rent, and may request an additional 60-day grace period for May rent if they are facing financial hardship due to COVID-19. The Chief Administrative Judge for Civil Matters has announced that execution of evictions is stayed through May 1, and foreclosure sales scheduled for March-May will take place in June. Further, during the time period when only Priority One cases are being heard by the court, all civil trials are suspended. The Governor has also suspended all statutory deadlines relating to the issuance of civil judgments. There is a 30-day utility shutoff moratorium in place as of March 13 and subject to renewal. The Governor announced on 3/31/20 that the state had reached a deal with over 50 credit unions and banks to delay mortgage payments for 90 days.",2.5,0,0,0,0,0,0,2,0,0.5,0,USA
Louisiana,Louisiana,United States,State,30.8703881,-92.007126,TRUE,,2,Eviction Protection,https://slls.org/tenants_rights_covid_19/,,Eviction Cases Suspended,"Governor John Bel Edwards signed an Executive Order that suspends deadlines in all legal proceedings in all courts until at least May 15, 2020. This applies to eviction proceedings. Moreover, the Louisiana Supreme Court has ordered that all civil trials, hearings and appearances between 3/16/20 and 5/18/20 be rescheduled for a later date, unless the civil proceeding is considered ""essential."" Eviction proceedings are explicitly excluded from hearings that can be held remotely and are not listed on the narrow list of ""essential"" civil proceedings.",-1.5,0,0,0,0,-4,0,0,-0.5,3,0,USA
Jackson County,Missouri,United States,County,39.03551565,-94.358275933253,TRUE,Eviction proceedings in court are temporarily suspended in Jackson County.,2,,https://www.jacksongov.org/DocumentCenter/View/6704/News-Release---Circuit-Court-Operations-during-COVID-19-with-revised-time-lines,,No Order/Declaration - Resumed Court Proceedings,A statewide order suspends in-person proceedings subject to some exceptions that do not include eviction or foreclosure cases. The Supreme Court issued an operational directive related to reopening the courts to the public.  Several judicial circuits have issued their own orders postponing these cases and directing that they be rescheduled. The mayor of St. Louis has directed the water authority not to shut off water through 5/15; and St. Louis has specifically suspended evictions.,2,0,0,0,0,0,0,2,0,0,0,USA
Iowa,Iowa,United States,State,41.9216734,-93.3122705,TRUE,,3,Eviction Protection,https://www.iowalegalaid.org/resource/2020-coronavirus-outbreak-what-you-need-to-know#Evictions,,Eviction Cases & Enforcement Suspended,"Governor Kim Reynolds has issued three orders suspending statutory provisions that allow plaintiffs to bring eviction and foreclosure actions for the duration of the public health proclamation (currently until 5/27/20). The state Supreme Court has directed that forcible entry and detainer proceedings should either be continued to a date after June 15th, or conducted by phone at a local court's discretion. Utilities are not allowed to be shut off under state order until May 13th.",-8.5,0,0,0,0,-4,0,0,-0.5,-4,0,USA
Rhode Island,Rhode Island,United States,State,41.7962409,-71.5992372,TRUE,,2,,https://centerforjustice.org/covid-19-and-tenant-legal-support/,,Eviction Cases Suspended,"The Rhode Island Supreme Court has issued an order stating that evictions may not be filed or heard until after 5/17. Any eviction order issued prior to 3/17/20, however, can still be executed. The Governor urged landlords not to act on eviction orders that had been previously ordered, but did not issue a declaration, stating: “If you’re a landlord listen to me. You are not evicting anyone until April 17. If you are a renter and you’re stressed out and you can’t pay rent because you’ve lost your job and you get an eviction notice, ignore it.” The state's Public Utilities Commission has issued a moratorium on utility shutoffs until 5/20 for residential customers and 3/31/20 for commercial customers. Similar measures regarding utilities have been taken at the local level in Providence, East Providence, Newport, and Warwick.",1.5,0,0,0,0,0,0,2,0,-0.5,0,USA
Carson City,Nevada,United States,City,39.1649125,-119.7666496,TRUE,The Carson City Justice Municipal Court has temporarily suspended eviction proceedings until further notice.,2,Eviction Protection,https://www.carson.org/home/showdocument?id=69725,,Eviction Cases & Enforcement Suspended,"Governor signed an Executive Order on 3/29 that halts eviction proceedings for the duration of the state of emergency, except for eviction judgments that predate the March 12th state of emergency declaration. On 3/31, the Supreme Court responded to the Governor's Executive Order by halting the consideration of most eviction matters. The Governor's order also prohibits late fees for nonpayment.",1.5,0,0,0,0,0,0,2,0,-1.5,1,USA
Puerto Rico,Puerto Rico,United States,State,18.2214149,-66.4132817951385,TRUE,"Gov. Wanda VÃ¡zquez said measures include a 90-day moratorium for mortgages as well as car, personal and commercial loans that will not affect people's credit. She also announced a flurry of bonuses, including ones ranging from $2,000 to $4,000 for nurses, police and other emergency and medical workers.",1,,https://nbcmontana.com/news/nation-world/puerto-rico-unveils-record-787m-package-to-fight-covid-19,,Civil Cases Suspended,"The United States District Court of Puerto Rico suspended all civil cases and stayed all eviction proceedings in foreclosure cases, citing the eviction moratorium issued by the U.S. Department of Housing and Urban Development and Federal Housing Finance Agency. The Court also denied all motions filed and pending judicial action in those foreclosure cases, which can be refiled on 5/30/20. Utility disconnections have been suspended.",4,0,0,0,0,0,0,2,0,2,0,USA
Washoe County,Nevada,United States,County,40.5849048,-119.6131606,TRUE,"Reno Justice Court issued an Administrative Order that temporarily suspends deadlines for eviction and unlawful detainer proceedings beginning March 18. This does NOT stop evictions and eviction hearings, but allows more time for tenants to respond.",2,,https://www.washoecounty.us/rjc/files/news/Amended_Administrative_Order_3192020.pdf,,Eviction Cases & Enforcement Suspended,"Governor signed an Executive Order on 3/29 that halts eviction proceedings for the duration of the state of emergency, except for eviction judgments that predate the March 12th state of emergency declaration. On 3/31, the Supreme Court responded to the Governor's Executive Order by halting the consideration of most eviction matters. The Governor's order also prohibits late fees for nonpayment.",1.5,0,0,0,0,0,0,2,0,-1.5,1,USA
North Dakota,North Dakota,United States,State,47.6201461,-100.540737,TRUE,"The North Dakota Supreme Court suspended all residential eviction proceedings until further notice. The North Dakota Supreme Court has continued to hear cases, as have lower courts in the state. Prior to the Supreme Court taking official actions, county sheriffs in Clay, Cass, Grand Forks, and Burleigh counties all had stopped enforcing evictions. Cass County, Burleigh County, and Grand Forks County are home to the state's three largest cities, respectively Fargo, Bismarck, and Grand Forks. The ACLU of North Dakota is worried that a â€œGood Causeâ€ clause in the wording may still put renters at risk for eviction if landlords can provide reasoning for removing them from the property. There is not much documentation about this ""protection"" on the state website, or even in the media.",1,,https://www.kvrr.com/2020/03/30/coalition-calls-for-eviction-moratorium-in-north-dakota/,,Resumed Evictions,"The North Dakota Supreme Court suspended all residential eviction proceedings until further notice. The North Dakota Supreme Court has continued to hear cases, as have lower courts in the state. Prior to the Supreme Court taking official actions, county sheriffs in Clay, Cass, Grand Forks, and Burleigh counties all had stopped enforcing evictions. Cass County, Burleigh County, and Grand Forks County are home to the state's three largest cities, respectively Fargo, Bismarck, and Grand Forks.",4,0,0,0,0,0,0,2,0,2,0,USA
Indiana,Indiana,United States,State,40.3270127,-86.1746933,TRUE,"Executive order pausing evictions and foreclosures until the state of emergency is over. Tenants and homeowners will still be obligated to make up the payments. Public housing authorities have also been asked to extend deadlines for eligibility requirements for public housing. Governor Eric Holcomb ordered that evictions and foreclosure actions/proceedings may not be brought March 19, 2020 until the executive order declaring a state of emergency in Indiana is halted by the governor. The Supreme Court of Indiana issued clarifying guidance that filings are still being accepted, and urging courts to consider public health, safety, and property values when using their discretion to decide whether to stay non-emergency proceedings. The governor's order also requests that public housing authorities extend deadlines for housing assistance recipients or applicants. Finally, each circuit and superior court in Indiana has issued a slightly different version suspending most civil proceedings although none of these applied explictly to eviction proceedings or foreclosures. The majority of districts suspended all civil hearings from 2 weeks up to 1.5 months while the minority of districts suspended only in person hearings/civil jury trials but allowed for teleconferencing or alternative methods for continuing non-essential business. Indiana has also placed a statewide moratorium on utility shut-offs and individual companies have announced that they will further suspend shutoffs.",1,,https://www.in.gov/judiciary/files/order-other-2020-20S-CB-123c.pdf,,Eviction Cases Suspended,"Governor Eric Holcomb ordered that evictions and foreclosure actions/proceedings may not be brought March 19, 2020 until the executive order declaring a state of emergency in Indiana is halted by the governor. The Supreme Court of Indiana issued clarifying guidance that filings are still being accepted, and urging courts to consider public health, safety, and property values when using their discretion to decide whether to stay non-emergency proceedings. The governor's order also requests that public housing authorities extend deadlines for housing assistance recipients or applicants. Finally, each circuit and superior court in Indiana has issued a slightly different version suspending most civil proceedings although none of these applied explictly to eviction proceedings or foreclosures. The majority of districts suspended all civil hearings from 2 weeks up to 1.5 months while the minority of districts suspended only in person hearings/civil jury trials but allowed for teleconferencing or alternative methods for continuing non-essential business. Indiana has also placed a statewide moratorium on utility shut-offs and individual companies have announced that they will further suspend shutoffs.",3,0,0,0,0,0,0,2,0,1,0,USA
Palm Springs,California,United States,City,33.8246269,-116.540303,TRUE,"The city has placed a moratorium on evictions for non-payment of rent for tenants who can't afford to pay because of the pandemicâ€”for example, because their hours were cut, their business closed, they were laid off, or they have extreme medical costs related to COVID-19. To be protected, tenants have 90 days after rent is due to provide written notice to the landlord (including emails of texts) that they cannot pay rent, and must provide documentation to support their claim (such as pay stubs, time cards, proof of medical care or quarantine, or notices from employers or schools). After the order ends, tenants will have six months to make up the rent they couldn't pay during the emergency, and will not have to pay any late fees.",2,Eviction Protection,https://destinyhosted.com/palmsdocs/2020/CC/20200319_1219/2160_5C_Part_3.pdf,,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",2,0,0,0,0,-1,0,4,0,-2,1,USA
Wisconsin,Wisconsin,United States,State,44.4308975,-89.6884637,TRUE,"Wisconsin Gov. Tony Evers has ordered the suspension of evictions and foreclosures during the coronavirus public health emergency. The order is effective as of March 27 and lasts for 60 days. The order stops landlords from evicting tenants ""from evicting tenants for any reason unless failure to proceed with the eviction will result in an imminent threat of serious physical harm to another person and mortgagees from commencing civil action to foreclose on real estate for 60 days."" The order does not relieve the obligation to pay rent or mortgage payments. The Supreme Court of Wisconsin has suspended in person hearings statewide and is requiring the use of technology in lieu of in person courtroom appearances. Wisconsin has directed court personnel to conduct proceedings using technology but has not cancelled or continued proceedings generally and left discretion to local courts. Some county circuit courts have postponed many types of hearings, often including eviction cases. In some locations, however, circuit courts have specified that evictions will proceed, in some cases noting that appearances should occur by telephone. There is a statutory time limit in Wisconsin for scheduling hearings after a party has raised a defense in an eviction action. (Wis. Stat. 799.206) In Wisconsin, evictions are small claims cases.",3,Eviction Protection,https://evers.wi.gov/Documents/COVID19/EO15BanonEvictionsandForeclosures.pdf,,Eviction Cases & Enforcement Suspended,"The Governor has prohibited the commencement of eviction actions based on failure to pay rent and foreclosure and has prohibited the sheriffs from initiating a sheriff's sale of foreclosed property or execution of eviction orders. The Supreme Court of Wisconsin has suspended in person hearings statwide and is requiring the use of technology in lieu of in person courtroom appearances. Wisconsin has directed court personnel to conduct proceedings using technology but has not cancelled or continued proceedings generally and left discrection to local courts. Some county circuit courts have postponed many types of hearings, often including eviction cases. In some locations, however, circuit courts have specified that evictions will proceed, in some cases noting that appearances should occur by telephone. There is a statutory time limit in Wisconsin for scheduling hearings after a party has raised a defense in an eviction action. (Wis. Stat. 799.206) In Wisconsi, evictions are small claims cases.",-4.5,0,0,0,0,0,0,2,0,-6.5,0,USA
Davis,California,United States,City,38.545379,-121.7445835,TRUE,"Landlords cannot evict renters impacted by the COVID-19 pandemic during this period of local emergency. The tenant must provide written notice to the landlord regarding inability to pay rent because of lost income and financial impacts due to COVID-19 no later than 10 days after the rent due date. The tenant must provide documentation of COVID-19 financial impacts within 30 days of the rent due date. Residential landlords may not initiate a no-fault eviction unless immediately necessary because of a hazardous condition (which would not include any condition related to COVID-19). Other provisions of the ordinance are: â€¢The tenant shall pay the portion of the rent the tenant is able to pay. â€¢The tenant is not relieved of liability for unpaid rent, which the landlord may seek after the expiration of the local emergency. â€¢The tenant must pay back rent within six months of the expiration of the local emergency.",2,Eviction Protection,https://www.cityofdavis.org/Home/Components/News/News/5954/,,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",2,0,0,0,0,-1,0,4,0,-2,1,USA
South Lake Tahoe,California,United States,City,38.9332411,-119.9843482,TRUE,"A moratorium on residential evictions based on the nonpayment of rent arising out of a documented substantial decrease in household income caused by layoffs or a reduction in the number of compensable hours of work, or documented substantial out-of-pocket medical expenses, documented to be caused by the COVID-19 pandemic or by any government response to COVID-19, ending no later than May 31, 2020.",2,Eviction Protection,https://www.cityofslt.us/DocumentCenter/View/13953/Public-Notice-Moratorium-Residential-Evictions_20200325?bidId=,,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",0,0,0,0,0,0,0,2,0,-2,0,USA
Sacramento County,California,United States,County,38.4732259,-121.2980707,TRUE,"Tenants would have to notify their landlords before rent is due that they cannot pay the full rent amount because of a covered reason, and instead pay as much rent as they can. Renters would then have up to 120 days, or roughly four months, after Californiaâ€™s state of emergency declaration is removed to pay back the deferred rent. Tenants would have to provide documentation to landlords that theyâ€™ve lost income because: â–ª They were sick with, or caring for a family member sick with COVID-19. â–ª They experienced a layoff, loss of hours or other income reduction resulting from COVID-19 or the state of emergency. â–ª They were complying with a recommendation from a government agency to stay home, self quarantine or avoid congregating with others during the state of emergency. â–ª They needed to miss work to care for a home-bound school-age child.",2,Eviction Protection,https://www.saccounty.net/news/Documents/Item%2035%20Resolution.PDF,,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",-1,0,0,0,0,-1,0,2,0,-2,0,USA
