municipality,state,Country,admin_scale,lat,lng,passed,policy_summary,range,policy_type,link,resource,state_level_legal_status,state_level_legal_summary,point_total,pts_eviction_initiation_tot_10,pts_eviction_protect_tot_04,pts_eviction_pending_tot_03,pts_tenant_action_tot_00,pts_partial_rent_tot_01,pts_repayment_period_tot_05,pts_latefees_tot_03,pts_repayment_plan_tot_00,pts_courts_tot_15,pts_renter_protection_tot_06,ISO
Alabama,Alabama,NA,State,32.739632,-86.843459,TRUE,NA,3,NA,https://governor.alabama.gov/assets/2020/04/2020-04-03-6th-Supplemental-SOE-COVID-19.pdf,NA,Civil Cases & Eviction Enforcement Suspended,"The Governor suspended enforcement of all eviction orders. Alabama has also suspended in-person civil cases throughout the state, which should apply to evictions and foreclosures, although it does allow remote proceedings. Cities/counties in the state have shied away from explicitly addressing evictions. However, several utility companies have announced that they will not suspend services to customers during the crisis in Birmingham, Decatur, Mobile, and Piedmont.",1.5,0,0,2,0,0,0,2,0,-2.5,0,NA
Hawaii,Hawaii,NA,State,19.828171,-155.49504,TRUE,"Gov. David Ige signed a fifth emergency supplementary proclamation that includes an eviction moratorium â€” which prevents any eviction from a residential dwelling for failure to pay rent. Previously, all eviction proceedings and pending eviction orders were suspended with the closure of the Hawaiâ€˜i State Judiciary during the COVID-19 crisis.",2,Eviction Protection,https://governor.hawaii.gov/wp-content/uploads/2020/04/2004088-ATG_Fifth-Supplementary-Proclamation-for-COVID-19-distribution-signed.pdf,NA,Civil Cases & Eviction Enforcement Suspended,"The governor has issued an order suspending laws that allow for terminating tenancies and filing/prosecuting eviction actions for nonpayment of rent. The Hawaii Department of Public Safety Sheriff Division is suspending all eviction activities. Hawaii's Chief Justice issued an order presumptively suspending all civil hearings, including landlord-tenant matters, until after April 30. Most circuits have issued orders postponing all civil matters or in-person conferences ""[e]xcept for civil proceedings deemed urgent by the presiding judge."" The governor's office and the Public Utilities Commission are working with utility companies. Honolulu's Board of Water Supply will not shut off water service. And several utilities companies have announced that they will not shut off service due to nonpayment.",9.5,8,0,1,0,0,0,2,0,-1.5,0,NA
Placentia,California,NA,City,33.881158,-117.854783,TRUE,NA,2,Eviction Protection,https://www.placentia.org/DocumentCenter/View/8643/Ordinance-O-2020-03---Urgency-Eviction-Moratorium,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",8.5,8,2,-3.5,0,-1,0,4,0,-2,1,NA
Wyoming,Wyoming,NA,State,42.991802,-107.541926,TRUE,"All in-person proceedings in all Circuit and District Courts and the Supreme Court in Wyoming should be suspended from the close of business on March 18, 2020 to May 31, 2020 except for emergency proceedings. Eviction proceedings are not listed as one of the emergency exceptions.",3,NA,http://www.courts.state.wy.us/wp-content/uploads/2020/04/COVID-19-Order.Extend.temp_.plan_.pdf,NA,Local Discretion,"The Supreme Court of Wyoming orders that in person cases ""should"" be suspended and encourages the use of remote technology.",2.5,0,0,0,0,0,0,2,0,0.5,0,NA
Moorpark,California,NA,City,34.032383,-119.1343,TRUE,NA,3,Eviction Protection,https://www.moorparkca.gov/DocumentCenter/View/10442/Temporary-Moratorium-on-Evictions?bidId=,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",3.5,8,2,-3.5,0,-1,0,0,0,-2,0,NA
Westminister,California,NA,City,33.75245,-117.993904,TRUE,NA,2,Eviction Protection,https://projectwestminster.com/eviction-moratorium,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",6.5,8,2,-3.5,-2,-1,0,4,0,-2,1,NA
Fullerton,California,NA,City,33.879768,-117.896341,TRUE,NA,2,Eviction Protection,https://www.cityoffullerton.com/gov/departments/city_manager/public_information/novel_coronavirus/eviction_moratorium.asp,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",8,8,2,-3.5,0,-1,0,4,-0.5,-2,1,NA
Watsonville,California,NA,City,36.98025,-121.74696,TRUE,NA,2,Eviction Protection,https://www.cityofwatsonville.org/DocumentCenter/View/13203/Eviction-Moritorium-Ordinance_March_23_2020-FINAL?bidId=,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",5.5,10,2,-3.5,-2,-1,0,2,0,-2,0,NA
Tulsa County,Oklahoma,NA,County,36.039147,-95.868667,TRUE,NA,2,NA,NA,Tenants can get legal assistance by calling 211 or through OKLegalConnect.,Local Discretion,"The Supreme Court of Oklahoma order staying civil cases is ambigious regarding its application to eviction cases. Many county-level district courts have stayed civil cases, but explicitly exempted forcible detainer and entry proceedings. The Supreme Court has closed all courts to public and extended court deadlines and statute of limitations through 5/15/20.",4.5,0,0,1,0,0,0,2,0,1.5,0,NA
Seattle,California,NA,City,39.616014,-120.427155,TRUE,NA,1,Eviction Protection,https://seattle.legistar.com/View.ashx?M=F&ID=8200918&GUID=7C036880-2C95-403D-B313-0A1EAE69CBEF,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",16,10,5,1,0,0,0,2,0,-2,0,NA
Calhoun County,Florida,NA,County,30.556322,-81.837594,TRUE,NA,3,NA,https://thirdcircuitfl.org/orders/ao-2020-002/,NA,COVID-19 Related Eviction Cases Suspended,"On April 2, Governor DeSantis suspended statutes giving a cause of action for eviction related to COVID19 and foreclosure for 45 days. The Florida Supreme Court suspended the requirement for the clerk to issue writs of possession ""forthwith"" until May 29th.",1.5,0,0,2,0,0,0,2,0,-2.5,0,NA
Bay County,Florida,NA,County,NA,NA,TRUE,NA,3,NA,https://www.jud14.flcourts.org/sites/default/files/media/Press%20Release%20-%20Update%20on%20Court%20Procedures%20for%2014th%20Circuit.pdf,NA,COVID-19 Related Eviction Cases Suspended,"On April 2, Governor DeSantis suspended statutes giving a cause of action for eviction related to COVID19 and foreclosure for 45 days. The Florida Supreme Court suspended the requirement for the clerk to issue writs of possession ""forthwith"" until May 29th.",1.5,0,0,2,0,0,0,2,0,-2.5,0,NA
Rancho Cucamonga,California,NA,City,34.839964,-115.967051,TRUE,NA,3,Eviction Protection,https://drive.google.com/file/d/1z_OxrI2BSoEASvCRNoiIvFxVnVg1J7Ct/view,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",3.5,8,2,-3.5,0,-1,0,0,0,-2,0,NA
St. Louis County,Missouri,NA,County,38.631501,-90.19231,TRUE,NA,3,NA,https://wp.stlcountycourts.com/wp-content/uploads/PDF/COVID19/ADMINORDER16SHERIFFSOFFICE.pdf,https://www.stlcovidhub.org/working-poor,Civil Cases Suspended,A statewide order suspends in-person proceedings subject to some exceptions that do not include eviction or foreclosure cases. Several judicial circuits have issued their own orders postponing these cases and directing that they be rescheduled. The mayor of St. Louis has directed the water authority not to shut off water through 5/15; and St. Louis has specifically suspended evictions.,1,0,0,2,0,0,0,2,0,-3,0,NA
Jefferson County,Kentucky,NA,County,37.964096,-83.870275,TRUE,NA,3,NA,https://wfpl.org/courts-may-be-closed-but-some-evictions-are-still-proceeding/,NA,Eviction Cases & Enforcement Suspended,"Governor Andy Beshear has stated that evictions are suspended, and has directed state law enforcement officers not to enforce eviction orders for residential premises for the duration of the statewide emergency. Under the State Supreme Court's order, except for emergency and statutorily required proceedings, evictions are continued and new evictions cannot be filed until 30 days after the expiration of the order. The state's Public Service Commission announced on March 16, that it would order all utilities under its jurisdiction to stop shut-offs for non-payments and late payments for at least thirty days.",2.5,0,0,2,0,0,0,2,0,-1.5,0,NA
Simi Valley,California,NA,City,34.032383,-119.1343,TRUE,"The city has placed a moratorium on evictions for non-payment of rent for tenants who can't afford to pay because of the pandemicâ€”for example, because their hours were cut, their business closed, they were laid off, or they have extreme medical costs related to COVID-19. To be protected, tenants have 30 days after rent is due to provide written notice to the landlord (including emails of texts) that they cannot pay rent, and must provide documentation to support their claim (such as pay stubs, time cards, proof of medical care or quarantine, or notices from employers or schools). Tenants are still required to pay rent.",2,Eviction Protection,https://www.simivalley.org/home/showdocument?id=22063,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",10,10,2,-2,0,0,0,2,0,-2,0,NA
Minnesota,Minnesota,NA,State,46.316134,-94.19948,TRUE,NA,1,Eviction Protection,https://mn.gov/governor/assets/EO%2020-14%20Filed_tcm1055-424508.pdf,NA,Eviction Cases & Enforcement Suspended,"On March 23, Governor Walz issued Emergency Executive Order 20-14 suspending evictions starting March 24 at 5:00 p.m., except for emergency cases. On March 24, the Chief Justice amended the March 20 order to conform to the executive order. The Chief Justice had initially suspended all non-high priority district court proceedings through 3/30, before issuing a more comprehensive case management plan that allowed non-emergency eviction cases to proceed remotely.",11.5,8,5,0,0,0,0,2,0,-3.5,0,NA
Goleta,California,NA,City,34.262834,-119.848555,TRUE,"Notwithstanding anything to the contrary in the Goleta Municipal Code and uncodified regulations, during the period of local emergency declared in response to COVID-19, no landlord shall endeavor to evict a residential or commercial tenant for nonpayment
of rent if the tenant demonstrates that the tenant is unable to pay rent due to financial impacts related to COVID-19. A landlord who knows that a tenant cannot pay some or all of the rent temporarily for the reasons set forth above shall not serve a notice pursuant to CCP 1161(2), file or prosecute an unlawful detainer action based on a 3-day pay or quit notice, or otherwise seek to evict for nonpayment of rent. A landlord knows of a tenantâ€™s inability to pay rent within the meaning of this order if the tenant, within 30 days after the date that rent is due, notifies the landlord in writing of lost income and inability to pay full rent due to financial impacts related to COVID19, and provides documentation to support the claim. For purposes of this ordinance, â€œin writingâ€ includes email or text communications to a landlord or the landlordâ€™s representative with whom the tenant has previously corresponded by email or text. Any medical or financial information provided to the landlord shall be held in confidence, and only used for evaluating the tenantâ€™s claim.",1,Eviction Protection,https://www.cityofgoleta.org/home/showdocument?id=23213,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",12.5,10,2,-1.5,0,-1,0,4,0,-2,1,NA
New Mexico,New Mexico,NA,State,34.434684,-106.131618,TRUE,NA,3,NA,https://www.newmexico.gov/2020/03/27/eviction-orders-temporarily-stayed-for-new-mexicans-who-prove-they-are-unable-to-pay-rent-on-a-mobile-home-lot/,NA,Eviction Enforcement Suspended,"The New Mexico Supreme Court has stayed the execution of writs of restitution for nonpayment of rent under NMSA 1978, Section 47-8-46 (A) if the resident has demonstrated by a preponderance of the evidence a current inability to pay rent. The New Mexico Supreme Court has also stayed the execution of writs of restitution for mobile homes. Two major cities in New Mexico have taken action: (1) Santa Fe: The mayor has placed a moratorium on evictions for non-payment of rent for tenants who can't afford to pay because of the pandemic. Water shut-offs are also banned. Collection of lodger’s taxes has been delayed, and all public buses are free; (2) Albuquerque: All evictions from city-owned properties are suspended.",-2,0,0,0,0,0,0,2,0,-4,0,NA
Baldwin Park,California,NA,City,34.08529,-117.9609,TRUE,NA,2,Eviction Protection,https://www.baldwinpark.com/public-notices/ordinances/2111-eviction-moratorium-3-16-20/file,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",8.5,8,4,-3.5,0,-1,0,4,0,-2,-1,NA
Nebraska,Nebraska,NA,State,41.543301,-99.811862,TRUE,NA,2,Eviction Protection,https://govdocs.nebraska.gov/docs/pilot/pubs/eofiles/20-07.pdf,NA,COVID-19 Related Eviction Cases Suspended,"Governor Pete Ricketts has signed Executive Order 20-07, which defers a landlord's ability to proceed to trial in an eviction action if tenant can prove that unpaid rent is related to COVID-19 loss of income or missed work due to school closures. Beyond this narrow deferral of evictions, courts at the District and County levels determine whether to proceed with civil proceedings, including eviction proceedings.",10,8,2,-2,0,0,0,2,0,0,0,NA
Los Angeles (City),California,NA,City,33.973951,-118.248405,TRUE,NA,1,Eviction Protection,NA,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",16.5,10,4.5,2,0,0,0,4,-1,-2,-1,NA
Florida,Florida,NA,State,28.45743,-82.409148,TRUE,NA,2,Eviction Protection,https://www.flgov.com/wp-content/uploads/orders/2020/EO_20-94.pdf,NA,COVID-19 Related Eviction Cases Suspended,"On April 2, Governor DeSantis suspended statutes giving a cause of action for eviction related to COVID19 and foreclosure for 45 days. The Florida Supreme Court suspended the requirement for the clerk to issue writs of possession ""forthwith"" until May 29th.",10.5,8,2,2,0,0,0,2,0,-3.5,0,NA
Santa Clara,California,NA,County,37.351158,-121.952295,TRUE,"The City of Santa Clara recently adopted an ordinance that prevents residential tenants, who have experienced a loss of income due to COVID-19 related impacts, from being evicted in Santa Clara. The ordinance went into effect on March 24, 2020.",1,Eviction Protection,https://www.santaclaraca.gov/our-city/departments-a-f/community-development/housing-community-services-division/eviction-moratorium,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",16,10,4,0,0,-1,0,4,0,-2,1,NA
Delano,California,NA,City,35.779507,-119.200825,TRUE,A city ordinance that calls for a moratorium on residential evictions for tenants experiencing income loss or substantial medical expenses related to the COVID-19 pandemic.,2,Eviction Protection,https://www.cityofdelano.org/ArchiveCenter/ViewFile/Item/2465,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",5,8,2,-2,-2,-1,0,2,0,-2,0,NA
Oakland,California,NA,City,37.786027,-122.223779,TRUE,"60-day moratorium on residential and commercial evictions related to COVID19. Tenants who are unable to pay due to loss of income, as well as some local businesses, are protected. Additionally, landlords are not allowed to raise rent by more than 3.5%, and cannot charge late fees if a tenant is too sick to pay rent, or has lost income due to the pandemic.",1,Eviction Protection,https://www.oaklandca.gov/resources/oaklands-moratorium-on-residential-and-commercial-evictions,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",18.5,8,5,2,-2,0,0,4,-0.5,-2,4,NA
Somerville,Massachusetts,NA,City,42.38092,-71.098896,TRUE,"Emergency Order Establishing a Moratorium on Eviction Enforcement in the City of Somerville for the duration of the COVID-19 emergency. The order, which applies to both residential and commercial evictions and goes into effect immediately, prohibits the physical act of eviction within the city limits so as to provide for the health, safety, and stability of those who live in and serve our community. The Eviction Moratorium does not prevent owners from filing eviction cases or getting what is known as â€œexecutions for possessionâ€ from the courts. It prohibits â€œlevying,â€ which is the physical removal of persons and belongings. No landlord and/or owner shall access or seek to access a tenantâ€™s dwelling space for purposes such as general inspections, displaying units to potential future tenants and other non-critical activities. A landlord may only access a tenantâ€™s dwelling space to make repairs requested by the tenant, repairs required as a matter of law, or to respond to a life threatening emergency. A tenant may refuse access or entry for non-critical purposes or when adequate social distancing arrangements (at a minimum of six feet) have not been made. The order does not protect tenants from eviction once the Board of Health determines that the public health emergency no longer exists.",1,Eviction Protection,https://www.somervillema.gov/evictionmoratorium,NA,Eviction Cases & Enforcement Suspended,"The Massachusetts legislature passed, and the governor signed, a model COVID-19 eviction moratorium on April 17, 2020, and it is now on its way to the governor for signature. The emergency legislation will be in effect until 45 days after the governor's emergency declaration ends, or for 120 days, whichever is sooner. It freezes all five stages of evictions, applies to commercial, residential real estate and foreclosure. Landlords would be prohibited from terminanting a tenancy and giving tenants a notice to quit. In addition, landlords and mortgagors are prohibited from issuing late fees and reporting to credit agencies where a nonpayment is due to COVID-19 financial hardship. Currently, the State-Level housing court order suspends eviction and/or foreclosure cases and prevents new judgments from being issued until May 4. Deadlines are also tolled until that date.",13.5,8,5,1,0,0,0,2,0,-3.5,1,NA
Connecticut,Connecticut,NA,State,41.579778,-72.746667,TRUE,NA,2,NA,https://jud.ct.gov/HomePDFs/execution_61.pdf,NA,Eviction Cases & Enforcement Suspended,"Per the Governor's order, eviction notices may not be issued to any tenant until July 1. Tenants have a 60-day grace period to pay April rent, and may request an additional 60-day grace period for May rent if they are facing financial hardship due to COVID-19. The Chief Administrative Judge for Civil Matters has announced that execution of evictions is stayed through May 1, and foreclosure sales scheduled for March-May will take place in June. Further, during the time period when only Priority One cases are being heard by the court, all civil trials are suspended. The Governor has also suspended all statutory deadlines relating to the issuance of civil judgments. There is a 30-day utility shutoff moratorium in place as of March 13 and subject to renewal. The Governor announced on 3/31/20 that the state had reached a deal with over 50 credit unions and banks to delay mortgage payments for 90 days.",5.5,0,0,3,0,0,0,2,0,0.5,0,NA
Louisiana,Louisiana,NA,State,30.863437,-91.798717,TRUE,NA,1,Eviction Protection,https://slls.org/tenants_rights_covid_19/,NA,Eviction Cases Suspended,"Governor John Bel Edwards signed an Executive Order that suspends deadlines in all legal proceedings in all courts until at least April 30, 2020. This applies to eviction proceedings. Moreover, the Louisiana Supreme Court has ordered that all civil trials, hearings and appearances between 3/16/20 and 5/4/20 be rescheduled for a later date, unless the civil proceeding is considered ""essential."" Eviction proceedings are explicitly excluded from hearings that can be held remotely and are not listed on the narrow list of ""essential"" civil proceedings.",13.5,8,5,2,0,-4,0,0,-0.5,3,0,NA
Jackson County,Missouri,NA,County,37.434218,-89.634617,TRUE,Eviction proceedings in court are temporarily suspended in Jackson County.,2,NA,https://www.jacksongov.org/DocumentCenter/View/6704/News-Release---Circuit-Court-Operations-during-COVID-19-with-revised-time-lines,NA,Civil Cases Suspended,A statewide order suspends in-person proceedings subject to some exceptions that do not include eviction or foreclosure cases. Several judicial circuits have issued their own orders postponing these cases and directing that they be rescheduled. The mayor of St. Louis has directed the water authority not to shut off water through 5/15; and St. Louis has specifically suspended evictions.,4,0,0,2,0,0,0,2,0,0,0,NA
Iowa,Iowa,NA,State,42.070024,-93.493347,TRUE,NA,3,Eviction Protection,https://www.iowalegalaid.org/resource/2020-coronavirus-outbreak-what-you-need-to-know#Evictions,NA,Eviction Cases & Enforcement Suspended,"Governor Kim Reynolds has issued three orders suspending statutory provisions that allow plaintiffs to bring eviction and foreclosure actions for the duration of the public health proclamation (currently until 5/27/20). The state Supreme Court has directed that forcible entry and detainer proceedings should either be continued to a date after June 15th, or conducted by phone at a local court's discretion. Utilities are not allowed to be shut off under state order until May 13th.",2.5,8,2,1,0,-4,0,0,-0.5,-4,0,NA
Rhode Island,Rhode Island,NA,State,41.597419,-71.527272,TRUE,NA,3,NA,https://centerforjustice.org/covid-19-and-tenant-legal-support/,NA,Eviction Cases Suspended,"The Rhode Island Supreme Court has issued an order stating that evictions may not be filed or heard until after 5/17. Any eviction order issued prior to 3/17/20, however, can still be executed. The Governor urged landlords not to act on eviction orders that had been previously ordered, but did not issue a declaration, stating: “If you’re a landlord listen to me. You are not evicting anyone until April 17. If you are a renter and you’re stressed out and you can’t pay rent because you’ve lost your job and you get an eviction notice, ignore it.” The state's Public Utilities Commission has issued a moratorium on utility shutoffs until 5/20 for residential customers and 3/31/20 for commercial customers. Similar measures regarding utilities have been taken at the local level in Providence, East Providence, Newport, and Warwick.",3.5,0,0,2,0,0,0,2,0,-0.5,0,NA
Carson City,Nevada,NA,City,39.154485,-119.73074,TRUE,The Carson City Justice Municipal Court has temporarily suspended eviction proceedings until further notice.,1,Eviction Protection,https://www.carson.org/home/showdocument?id=69725,NA,Eviction Cases & Enforcement Suspended,"Governor signed an Executive Order on 3/29 that halts eviction proceedings for the duration of the state of emergency, except for eviction judgments that predate the March 12th state of emergency declaration. On 3/31, the Supreme Court responded to the Governor's Executive Order by halting the consideration of most eviction matters. The Governor's order also prohibits late fees for nonpayment.",12.5,8,5,0,-2,0,0,2,0,-1.5,1,NA
Puerto Rico,Puerto Rico,NA,State,18.217648,-66.410799,TRUE,"Gov. Wanda VÃ¡zquez said measures include a 90-day moratorium for mortgages as well as car, personal and commercial loans that will not affect people's credit. She also announced a flurry of bonuses, including ones ranging from $2,000 to $4,000 for nurses, police and other emergency and medical workers.",2,NA,https://nbcmontana.com/news/nation-world/puerto-rico-unveils-record-787m-package-to-fight-covid-19,NA,Civil Cases Suspended,"The United States District Court of Puerto Rico suspended all civil cases and stayed all eviction proceedings in foreclosure cases, citing the eviction moratorium issued by the U.S. Department of Housing and Urban Development and Federal Housing Finance Agency. The Court also denied all motions filed and pending judicial action in those foreclosure cases, which can be refiled on 5/30/20. Utility disconnections have been suspended.",6,0,0,2,0,0,0,2,0,2,0,NA
